key,zh,en
WS.AIAnalysisFailed,AI分析失败: {0},AI analysis failed: {0}
WS.AnalysisError,分析过程中发生错误: {0},An error occurred during analysis: {0}
WS.DataRefreshed,数据已刷新,Data refreshed
WS.SelectProjectForAI,请先选择项目后再使用AI助手。,Please select a project before using the AI assistant.
WS.AIChoiceWithSetting,是：AI优化当前设定并保存\n否：基于当前设定生成新的子设定并保存\n取消：打开原始AI助手,Yes: optimize the current setting with AI and save\nNo: generate a new child setting from it and save\nCancel: open the original AI assistant
WS.AIChoiceNoSetting,是：AI生成新的设定并保存\n否：打开原始AI助手,Yes: generate a new setting with AI and save\nNo: open the original AI assistant
WS.AIDialogTitle,AI世界设定,AI World Settings
WS.StartAIFailed,启动AI助手失败：{0},Failed to start the AI assistant: {0}
WS.AIInitFailed,AI分析服务初始化失败，使用默认服务: {0},"Failed to initialize the AI analysis service, using default: {0}"
WS.LoadFailed,加载世界设定失败：{0},Failed to load world settings: {0}
WS.Importance,重要性,Importance
WS.CreatedAt,创建时间,Created
WS.UpdatedAt,更新时间,Updated
WS.Content,详细内容,Detailed Content
WS.Rules,相关规则,Related Rules
WS.History,历史背景,Historical Background
WS.None,无,None
WS.AIGenerateFailed,AI生成失败。,AI generation failed.
WS.AIOptimizedSaved,已使用 AI 优化并保存设定：{0},Optimized and saved the setting with AI: {0}
WS.AIGeneratedSaved,已使用 AI 生成并保存设定：{0},Generated and saved the setting with AI: {0}
WS.AIGeneratedChildSaved,已使用 AI 生成并保存子设定：{0},Generated and saved the child setting with AI: {0}
WS.NewSettingTitle,新建世界设定,New World Setting
WS.NewChildTitle,新建子设定 - {0},New Child Setting - {0}
WS.FieldName,设定名称,Setting Name
WS.FieldType,设定类型,Setting Type
WS.FieldCategory,设定分类,Setting Category
WS.BriefDesc,简要描述,Brief Description
WS.RelatedSettings,相关设定,Related Settings
WS.Tags,标签,Tags
WS.AIAutoFill,AI自动补全,AI Auto-Fill
WS.ResetContent,重置内容,Reset Content
WS.Back,返回,Back
WS.NameRequired,设定名称不能为空。,Setting name cannot be empty.
WS.AIServiceNotInit,AI助手服务未初始化。,AI assistant service is not initialized.
WS.AIAutoFillFailed,AI自动补全失败。,AI auto-fill failed.
WS.AIAutoFillDone,已按字段完成世界设定自动补全。,World setting auto-filled by field.
WS.Cult.Title,修炼体系管理,Cultivation Systems
WS.Cult.Add,添加修炼体系,Add Cultivation System
WS.Cult.AIAssistant,AI助手,AI Assistant
WS.Cult.SearchHint,搜索修炼体系...,Search cultivation systems...
WS.Cult.FilterTypeHint,体系类型,System type
WS.Cult.TypeAll,全部类型,All types
WS.Cult.TypeInternal,内功心法,Internal Arts
WS.Cult.TypeExternal,外功招式,External Techniques
WS.Cult.TypeMovement,身法轻功,Movement Arts
WS.Cult.TypeBody,炼体功法,Body Tempering
WS.Cult.TypeMind,神识功法,Mind Arts
WS.Cult.Statistics,统计信息,Statistics
WS.Cult.Total,总数量,Total
WS.Cult.Selected,已选择,Selected
WS.Cult.SelectHint,请选择一个修炼体系查看详情,Select a cultivation system to view details
WS.Cult.LoadFailed,加载修炼体系数据失败：{0},Failed to load cultivation systems: {0}
WS.Cult.LevelOrdinal,第{0}层,Level {0}
WS.Cult.LevelCountFormat,共{0}层,{0} levels
WS.Cult.CreateFailed,创建修炼体系失败：{0},Failed to create the cultivation system: {0}
WS.Cult.ImportTitle,导入修炼体系,Import Cultivation Systems
WS.Cult.FilterJson,JSON 文件,JSON Files
WS.Cult.ImportEmpty,未读取到可导入的修炼体系。,No importable cultivation systems were found.
WS.Cult.ImportDone,已完成导入，共处理 {0} 个修炼体系。,Import finished. {0} cultivation system(s) processed.
WS.Cult.ImportDoneTitle,导入完成,Import Complete
WS.Cult.ImportFailed,导入失败：{0},Import failed: {0}
WS.Cult.ExportEmpty,当前没有可导出的修炼体系。,There are no cultivation systems to export.
WS.Cult.ExportTitle,导出修炼体系,Export Cultivation Systems
WS.Cult.ExportFileName,修炼体系_{0:yyyyMMdd_HHmmss},CultivationSystems_{0:yyyyMMdd_HHmmss}
WS.Cult.ExportDone,已导出 {0} 个修炼体系到：{1},Exported {0} cultivation system(s) to: {1}
WS.Cult.ExportDoneTitle,导出完成,Export Complete
WS.Cult.ExportFailed,导出失败：{0},Export failed: {0}
WS.Cult.AIServiceNotInit,AI助手服务未初始化。,AI assistant service is not initialized.
WS.Cult.SelectForAI,请先选择一个修炼体系，再进行 AI 分析。,Select a cultivation system before running AI analysis.
WS.Cult.AIAnalysisFailed,AI分析失败。,AI analysis failed.
WS.Cult.AIAnalysisError,AI分析失败：{0},AI analysis failed: {0}
WS.Cult.AIAnalysisTitle,AI分析 - {0},AI Analysis - {0}
WS.Cult.AIAnalysis,AI分析,AI Analysis
WS.Cult.DifficultyLine,{0} | {1} | 难度 {2},{0} | {1} | Difficulty {2}
WS.Cult.BasicInfo,基础信息,Basic Information
WS.Cult.Origin,来源,Origin
WS.Cult.MaxLevel,最高等级,Highest Level
WS.Cult.Method,修炼方法,Cultivation Method
WS.Cult.RealmDivision,境界划分,Realm Division
WS.Cult.Breakthrough,突破条件,Breakthrough Conditions
WS.Cult.Resources,修炼资源,Cultivation Resources
WS.Cult.Characteristics,体系特点,Characteristics
WS.Cult.Risks,修炼风险,Cultivation Risks
WS.Cult.Tags,标签,Tags
WS.Cult.NotSet,未设置,Not set
WS.Cult.LevelsTitle,修炼等级,Cultivation Levels
WS.Cult.NoLevels,未配置等级,No levels configured
WS.Cult.NoLevelDesc,未填写描述,No description
WS.Cult.EditFeature,编辑修炼体系,Edit Cultivation System
WS.Cult.NotFoundForEdit,未找到要编辑的修炼体系。,The cultivation system to edit was not found.
WS.Cult.DeleteConfirm,确定要删除修炼体系“{0}”吗？,"Are you sure you want to delete the cultivation system ""{0}""?"
WS.Cult.CopyResult,复制结果,Copy Result
WS.Cult.CopiedToClipboard,结果已复制到剪贴板。,Result copied to clipboard.
WS.Cult.NewTitle,新建修炼体系,New Cultivation System
WS.Cult.EditTitle,编辑修炼体系 - {0},Edit Cultivation System - {0}
WS.Cult.FieldName,体系名称,System Name
WS.Cult.FieldCategory,体系类别,System Category
WS.Cult.FieldGrade,功法品级,Technique Grade
WS.Cult.FieldDifficulty,修炼难度,Cultivation Difficulty
WS.Cult.FieldDescription,体系描述,System Description
WS.Cult.AddLevel,添加等级,Add Level
WS.Cult.EditLevel,编辑等级,Edit Level
WS.Cult.SelectLevelFirst,请先选择一个等级。,Select a level first.
WS.Cult.RemoveLevel,删除等级,Remove Level
WS.Cult.AIAutoFill,AI自动补全,AI Auto-Fill
WS.Cult.ResetContent,重置内容,Reset Content
WS.Cult.NameRequired,请输入修炼体系名称。,Please enter the cultivation system name.
WS.Cult.Back,返回,Back
WS.Cult.AIAutoFillFailed,AI自动补全失败。,AI auto-fill failed.
WS.Cult.AIAutoFillDone,已完成修炼体系自动补全。,Cultivation system auto-fill completed.
WS.Cult.AddLevelTitle,添加修炼等级,Add Cultivation Level
WS.Cult.EditLevelTitle,编辑等级 - {0},Edit Level - {0}
WS.Cult.LevelName,等级名称,Level Name
WS.Cult.LevelOrder,等级序号,Level Number
WS.Cult.LevelDescription,等级描述,Level Description
WS.Cult.LevelBenefits,能力收益,Abilities & Benefits
WS.Cult.CultTime,修炼时间,Cultivation Time
WS.Cult.LevelNameRequired,请输入等级名称。,Please enter the level name.
WS.Prof.Title,职业体系管理,Profession System Management
WS.Prof.NewTooltip,新建职业体系,New Profession System
WS.Prof.ImportTooltip,导入职业数据,Import profession data
WS.Prof.ExportTooltip,导出职业数据,Export profession data
WS.Prof.SearchHint,搜索职业体系...,Search profession systems...
WS.Prof.CategoryHint,职业类别,Profession Category
WS.Prof.Data.修炼职业,修炼职业,Cultivation Profession
WS.Prof.Data.生活职业,生活职业,Lifestyle Profession
WS.Prof.Data.战斗职业,战斗职业,Combat Profession
WS.Prof.Data.辅助职业,辅助职业,Support Profession
WS.Prof.LevelCountLabel,等级数量: ,Levels: 
WS.Prof.SkillCountLabel, | 技能数量: , | Skills: 
WS.Prof.Stats,职业体系统计,Profession System Statistics
WS.Prof.NoSelection,选择一个职业体系查看详情,Select a profession system to view details
WS.Prof.NoSelectionHint,或点击上方的 + 按钮创建新的职业体系,Or click the + button above to create a new profession system
WS.Prof.NameHint,职业体系名称,Profession System Name
WS.Prof.DescHint,职业体系描述,Profession System Description
WS.Prof.LevelsTitle,职业等级,Profession Levels
WS.Jud.Title,司法体系管理,Judicial System Management
WS.Jud.NewTooltip,新建司法体系,New Judicial System
WS.Jud.ImportTooltip,导入司法数据,Import judicial data
WS.Jud.ExportTooltip,导出司法数据,Export judicial data
WS.Jud.SearchHint,搜索司法体系...,Search judicial systems...
WS.Jud.TypeHint,法律体系类型,Legal System Type
WS.Jud.Data.成文法系,成文法系,Statutory Law
WS.Jud.Data.判例法系,判例法系,Case Law
WS.Jud.Data.宗教法系,宗教法系,Religious Law
WS.Jud.Data.习惯法系,习惯法系,Customary Law
WS.Jud.Data.混合法系,混合法系,Mixed Law
WS.Jud.JurisdictionLabel,管辖区: ,Jurisdiction: 
WS.Jud.CourtCountLabel, | 法院数: , | Courts: 
WS.Jud.Stats,司法体系统计,Judicial System Statistics
WS.Jud.NoSelection,选择一个司法体系查看详情,Select a judicial system to view details
WS.Jud.NoSelectionHint,或点击上方的 + 按钮创建新的司法体系,Or click the + button above to create a new judicial system
WS.Jud.NameHint,司法体系名称,Judicial System Name
WS.Jud.JurisdictionHint,司法管辖区,Jurisdiction
WS.Common.DimensionId,维度ID,Dimension ID
WS.Jud.DescHint,司法体系描述,Judicial System Description
WS.Jud.CourtsTitle,法院体系,Court System
WS.Jud.CourtList,法院列表,Court List
WS.Jud.AddCourtTooltip,添加法院,Add court
WS.Jud.CourtNameHint,法院名称,Court Name
WS.Jud.CourtLevelHint,法院层级,Court Level
WS.Jud.Data.最高法院,最高法院,Supreme Court
WS.Jud.Data.高级法院,高级法院,High Court
WS.Jud.Data.中级法院,中级法院,Intermediate Court
WS.Jud.Data.基层法院,基层法院,Local Court
WS.Jud.Data.专门法院,专门法院,Special Court
WS.Jud.ScopeHint,管辖范围,Scope of Jurisdiction
WS.Jud.DeleteCourtTooltip,删除法院,Delete court
WS.Pop.Title,生民体系管理,Population System Management
WS.Pop.NewTooltip,新建生民体系,New Population System
WS.Pop.ImportTooltip,导入生民数据,Import population data
WS.Pop.ExportTooltip,导出生民数据,Export population data
WS.Pop.SearchHint,搜索生民体系...,Search population systems...
WS.Pop.RegionHint,区域筛选,Region Filter
WS.Pop.Data.修仙界,修仙界,Cultivation Realm
WS.Pop.Data.凡人界,凡人界,Mortal Realm
WS.Pop.Data.魔界,魔界,Demon Realm
WS.Pop.Data.妖界,妖界,Monster Realm
WS.Pop.Data.仙界,仙界,Immortal Realm
WS.Pop.TotalLabel,总人口: ,Total population: 
WS.Pop.DensityLabel, | 密度: , | Density: 
WS.Pop.Stats,生民体系统计,Population System Statistics
WS.Pop.OtherLabel,其他界: ,Other realms: 
WS.Pop.NoSelection,选择一个生民体系查看详情,Select a population system to view details
WS.Pop.NoSelectionHint,或点击上方的 + 按钮创建新的生民体系,Or click the + button above to create a new population system
WS.Pop.NameHint,生民体系名称,Population System Name
WS.Pop.RegionNameHint,区域名称,Region Name
WS.Pop.TotalHint,总人口,Total Population
WS.Pop.DescHint,生民体系描述,Population System Description
WS.Pop.PopStats,人口统计,Population Statistics
WS.Pop.DensityHint,人口密度,Population Density
WS.Pop.GrowthRateHint,人口增长率(%),Growth Rate (%)
WS.Pop.DevLevelHint,发展水平,Development Level
WS.Pop.Data.原始社会,原始社会,Primitive Society
WS.Pop.Data.奴隶社会,奴隶社会,Slave Society
WS.Pop.Data.封建社会,封建社会,Feudal Society
WS.Pop.Data.资本主义社会,资本主义社会,Capitalist Society
WS.Pop.Data.修仙文明,修仙文明,Cultivation Civilization
WS.Pop.Data.高等文明,高等文明,Advanced Civilization
WS.Pop.ClassesTitle,社会阶层,Social Classes
WS.Pop.ClassList,阶层列表,Class List
WS.Pop.AddClassTooltip,添加阶层,Add class
WS.Pop.ClassNameHint,阶层名称,Class Name
WS.Pop.ClassPopHint,人口数量,Population
WS.Pop.ClassDescHint,阶层描述,Class Description
WS.Pop.DeleteClassTooltip,删除阶层,Delete class
WS.Trea.Title,灵宝体系管理,Treasure System Management
WS.Trea.NewTooltip,新建灵宝,New Treasure
WS.Trea.ImportTooltip,导入灵宝数据,Import treasure data
WS.Trea.ExportTooltip,导出灵宝数据,Export treasure data
WS.Trea.SearchHint,搜索灵宝...,Search treasures...
WS.Trea.TypeHint,灵宝类型,Treasure Type
WS.Trea.Data.武器类,武器类,Weapons
WS.Trea.Data.防具类,防具类,Armor
WS.Trea.Data.饰品类,饰品类,Accessories
WS.Trea.Data.法器类,法器类,Artifacts
WS.Trea.Data.丹药类,丹药类,Elixirs
WS.Trea.Data.符箓类,符箓类,Talismans
WS.Trea.Data.阵法类,阵法类,Formations
WS.Trea.Data.特殊类,特殊类,Special
WS.Trea.GradeHint,灵宝品级,Treasure Grade
WS.Trea.Data.凡品,凡品,Mortal
WS.Trea.Data.灵品,灵品,Spirit
WS.Trea.Data.宝品,宝品,Treasure
WS.Trea.Data.王品,王品,King
WS.Trea.Data.皇品,皇品,Emperor
WS.Trea.Data.帝品,帝品,Sovereign
WS.Trea.Data.圣品,圣品,Saint
WS.Trea.Data.神品,神品,Divine
WS.Trea.TypeLabelDup,类型: ,Type: 
WS.Trea.SpiritLabel, | 灵性: , | Spirituality: 
WS.Trea.Stats,灵宝统计,Treasure Statistics
WS.Trea.NoSelection,选择一个灵宝查看详情,Select a treasure to view details
WS.Trea.NoSelectionHint,或点击上方的 + 按钮创建新的灵宝,Or click the + button above to create a new treasure
WS.Trea.NameHint,灵宝名称,Treasure Name
WS.Trea.SpiritLevelHint,灵性等级,Spirituality Level
WS.Trea.Data.无灵性,无灵性,No Spirituality
WS.Trea.Data.微弱灵性,微弱灵性,Faint Spirituality
WS.Trea.Data.初级灵性,初级灵性,Low Spirituality
WS.Trea.Data.中级灵性,中级灵性,Medium Spirituality
WS.Trea.Data.高级灵性,高级灵性,High Spirituality
WS.Trea.Data.完整灵性,完整灵性,Full Spirituality
WS.Trea.Data.超越灵性,超越灵性,Transcendent Spirituality
WS.Trea.DescHint,灵宝描述,Treasure Description
WS.Trea.AttrsTitle,灵宝属性,Treasure Attributes
WS.Trea.SpiritPowerHint,灵力值,Spiritual Power
WS.Trea.ElementHint,元素亲和,Element Affinity
WS.Trea.AbilityHint,特殊能力,Special Ability
WS.Trea.RestrictionHint,使用限制,Usage Restriction
WS.Trea.CraftingTitle,炼制信息,Crafting Information
WS.Trea.MaterialsHint,炼制材料,Crafting Materials
WS.Trea.DifficultyHint,炼制难度,Crafting Difficulty
WS.Trea.Data.简单,简单,Easy
WS.Trea.Data.困难,困难,Hard
WS.Trea.Data.极难,极难,Very Hard
WS.Trea.Data.传说,传说,Legendary
WS.Trea.MethodHint,炼制方法,Crafting Method
WS.Dim.Title,维度结构管理,Dimension Structure Management
WS.Dim.NewTooltip,新建维度,New Dimension
WS.Dim.ImportTooltip,导入维度数据,Import dimension data
WS.Dim.ExportTooltip,导出维度数据,Export dimension data
WS.Dim.SearchHint,搜索维度...,Search dimensions...
WS.Dim.TypeHint,维度类型,Dimension Type
WS.Dim.Data.物质维度,物质维度,Material Dimension
WS.Dim.Data.精神维度,精神维度,Mental Dimension
WS.Dim.Data.能量维度,能量维度,Energy Dimension
WS.Dim.Data.时间维度,时间维度,Time Dimension
